cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
1.0,0.0,0.0,0.3482472324723247,0.09803921568627451,0.6947674418604651,0.22187647974024222,28,1.0
1.0,0.0,0.0,0.3482472324723247,0.09803921568627451,0.7383720930232558,0.22187647974024222,28,0.7690867417761564
0.526255707762557,0.3987408184679958,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,270,0.48991187009716886
0.526255707762557,0.3987408184679958,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,365,0.4999838589921554
0.22054794520547943,0.37047918852745715,0.0,0.6250000000000001,0.0,0.5156976744186046,0.6263951836569033,360,0.541950479387933
0.3744292237442922,0.31899265477439664,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,90,0.577202440520386
0.634703196347032,0.2658272123119972,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,365,0.5342027956225587
0.634703196347032,0.2658272123119972,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,28,0.4405849501242858
0.3744292237442922,0.31899265477439664,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,28,0.56196532911515
0.8515981735159818,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,28,0.47725731994705745
0.22054794520547943,0.37047918852745715,0.0,0.6250000000000001,0.0,0.5156976744186046,0.6263951836569033,90,0.46150369629079635
0.22054794520547943,0.37047918852745715,0.0,0.6250000000000001,0.0,0.5156976744186046,0.6263951836569033,28,0.3317299932207766
0.7431506849315068,0.1329136061559986,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,270,0.5252929592923782
0.2009132420091324,0.5316544246239944,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,90,0.5165122510249539
0.4611872146118721,0.21266176984959775,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,28,0.5872744294153727
0.634703196347032,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,90,0.6531297414210542
0.08584474885844748,0.5859391395592864,0.0,0.6250000000000001,0.0,0.7151162790697675,0.5760671041060679,90,0.4781612163863511
0.547945205479452,0.10633088492479888,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,365,0.6948381056913193
0.634703196347032,0.2658272123119972,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,90,0.49365658391709977
0.8515981735159818,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,180,0.5202569648448848
0.7431506849315068,0.1329136061559986,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,180,0.5101849759498983
0.08584474885844748,0.5859391395592864,0.0,0.6250000000000001,0.0,0.7151162790697675,0.5760671041060679,28,0.33457081060141386
0.08584474885844748,0.5859391395592864,0.0,0.6250000000000001,0.0,0.7151162790697675,0.5760671041060679,3,0.07399037995932466
0.08584474885844748,0.5859391395592864,0.0,0.6250000000000001,0.0,0.7151162790697675,0.5760671041060679,180,0.5407883268231268
0.634703196347032,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,365,0.648093746973561
0.634703196347032,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,270,0.6581657358685475
0.634703196347032,0.2658272123119972,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,270,0.5012751396197178
0.547945205479452,0.10633088492479888,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,180,0.6429286244633114
0.7431506849315068,0.1329136061559986,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,28,0.4532395002743971
0.8515981735159818,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,7,0.468347483616877
0.4611872146118721,0.21266176984959775,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,365,0.6834748361687703
0.3744292237442922,0.31899265477439664,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,365,0.6531297414210542
0.22054794520547943,0.37047918852745715,0.0,0.6250000000000001,0.0,0.5156976744186046,0.6263951836569033,180,0.5086354391968234
0.8515981735159818,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,270,0.5139296897698292
0.2009132420091324,0.5316544246239944,0.0,0.9571033210332105,0.0,0.3808139534883721,0.20564161536900497,365,0.6632017303160408
0.3093607305936073,0.664568030779993,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,270,0.46589405042450843
0.3093607305936073,0.664568030779993,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,28,0.3583303741485618
0.526255707762557,0.3987408184679958,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,90,0.456984214094328
0.8515981735159818,0.0,0.0,0.9571033210332105,0.0,0.3808139534883721,0.0,90,0.5152209703973916
